Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2026-08-14 12:17:56	422	735	4	0	1.5	0	0	7.5	1.5	0	0	2	1.5	0	0	2.5	1.5	0	0	3	1.5	0.951		31.2262	290.64	0.584265	0	18.7107	0.168582	994.763	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57017	
2026-08-14 12:16:39	410	736	2	0	0	0	0	7.5	0	0	0	1	0	0	0	1.5	0	0	0	2.5	0	0.478		21.8243	424.533	3.11149	0	142.57	0.397625	2587.84	1		0.0708984	12.1591	48.8234	0	54.7664	-1.57018	
2026-08-14 12:18:02	423	737	1	0	1.5	0	0	7.5	1.5	0	0	2.5	1.5	0	0	3	1.5	0	0	3.25	1.5	1.19		31.225	289.614	0.587418	0	18.8124	0.205854	1329.77	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:18:02	423	738	2	0	1.5	0	0	7.5	1.5	0	0	3	1.5	0	0	3.5	1.5	0	0	3.5	1.5	1.366		31.225	289.614	0.380261	0	12.1781	0.157367	1014.86	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:21:04	455	739	1	4.5	1.5	0	0	5	1.5	0	0	0	1.5	0	0	7.5	1.5	0	0	4.25	1.5	1.19		45.9259	198.262	0.812479	0	17.6911	0.370773	1250.51	1		0.0797607	12.1059	48.0437	0	54.7664	-1.57017	
2026-08-14 12:20:59	454	740	1	1.5	1.5	0	0	2	1.5	0	0	0	1.5	0	0	7.5	1.5	0	0	2.75	1.5	0.706		35.1936	261.926	0.889978	0	25.2881	0.444408	873.893	1		0.0708984	12.1059	48.0437	0	54.7664	-1.57017	
2026-08-14 12:20:13	446	741	1	6	0	0	0	6.5	0	0	0	0	0	0	0	7.5	0	0	0	5	0	0.478		28.7997	318.637	3.57971	0	124.297	0.138364	2256.16	1		0.0797607	12.1148	48.1737	0	54.7664	-1.57019	
2026-08-14 12:18:02	423	742	3	0	1.5	0	0	7.5	1.5	0	0	3.5	1.5	0	0	4	1.5	0	0	3.75	1.5	1.431		31.225	289.614	0.464961	0	14.8907	0.153668	1309.85	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:16:39	410	743	4	0	0	0	0	7.5	0	0	0	2	0	0	0	2.5	0	0	0	3	0	0.951		21.8243	424.533	0.608324	0	27.8736	0.368117	1481.91	1		0.0708984	12.1591	48.8234	0	54.7664	-1.57018	
2026-08-14 12:18:07	424	744	3	0	1.5	0	0	7.5	1.5	0	0	5.5	1.5	0	0	6	1.5	0	0	4.75	1.5	0.706		31.2225	288.51	0.785241	0	25.1499	0.0922789	869.117	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:18:07	424	745	4	0	1.5	0	0	7.5	1.5	0	0	6	1.5	0	0	6.5	1.5	0	0	5	1.5	0.478		31.2225	288.51	1.2624	0	40.4324	0.15778	733.906	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:18:14	425	746	1	0	1.5	0	0	7.5	1.5	0	0	6.5	1.5	0	0	7	1.5	0	0	5.25	1.5	0.262		31.3505	289.654	3.89478	0	124.233	0.251216	772.097	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
